id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5176,Tether Gold,XAUt,tether-gold,346,2020-02-07T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'tokenized-assets', 'tokenized-commodities']",,520825.641698,712747089,False,3563209857.72,,31,48450.0,242214272.4547803,0.72251959,2026-02-14T09:54:00.000Z,4999.262589365951,374542234.70934874,-49.7466,0.06341273,1.00460199,1.78781341,8.62253506,16.77764675,22.45876964,2603744146.1233263,0.1092,3563209857.72,3603700411.0,2026-02-14T09:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x68749665FF8D2d112Fa859AA293F07A622782F38,2026-02-14 10:56:18.506501
4705,PAX Gold,PAXG,pax-gold,360,2019-09-26T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'tokenized-commodities']",,459009975,459009975,True,2307739246.69,,32,,,,2026-02-14T09:54:00.000Z,5027.645089162681,196071908.13066962,-47.9066,0.0216274,0.99145436,1.70762755,8.87673914,17.19486316,22.47929798,2307739246.685435,0.0968,2307739246.69,,2026-02-14T09:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x45804880de22913dafe09f4980848ece6ecbaf78,2026-02-14 10:56:18.506501
6636,Polkadot,DOT,polkadot-new,1025,2020-08-19T00:00:00.000Z,"['defi', 'ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'arbitrum-ecosystem', 'spartan-group', 'optimism-ecosystem', 'osmosis-ecosystem', 'base-ecosystem', 'gnosis-chain-ecosystem', 'binance-ecosystem', 'binance-listing']",2100000000.0,1665258551.107012,1665258551.107012,False,2272988102.11,,33,,,,2026-02-14T09:55:00.000Z,1.3649460623404583,99373099.29292345,-0.5352,0.26927165,6.99071664,2.4605063,-38.22503471,-27.65509541,-52.59029318,2272988102.112293,0.0953,2866386730.91,,2026-02-14T09:55:00.000Z,,,,,,2026-02-14 10:56:18.506501
7083,Uniswap,UNI,uniswap,1405,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem']",,634193562.7465303,898828420.0366303,False,3138213809.58,,34,,,0.7045706,2026-02-14T09:55:00.000Z,3.491449246181729,321836172.72185427,-9.0085,0.36366386,5.50652605,0.92600948,-37.3878577,-30.84547909,-55.40633176,2214254636.584678,0.0929,3138213809.58,3142700873.0,2026-02-14T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2026-02-14 10:56:18.506501
22974,Bittensor,TAO,bittensor,244,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'layer-1', 'depin', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'robotics']",21000000.0,10665599.22289257,21000000.0,False,4278685725.97,,35,,,,2026-02-14T09:54:00.000Z,203.7469393319981,245345282.04360884,115.6093,-0.00668275,29.97572702,24.30758742,-28.41482135,-22.44175308,-40.23461242,2173083197.8060985,0.0911,4278685725.97,,2026-02-14T09:54:00.000Z,22974.0,Bittensor,TAO,bittensor,0,2026-02-14 10:56:18.506501
27075,Mantle,MNT,mantle,219,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio', 'mantle-ecosystem', 'made-in-china', 'neobank']",6219316795.0,3252944055.6368403,6219316794.889999,False,4027432974.19,,36,3252944055.64,2106503750.3250227,,2026-02-14T09:54:00.000Z,0.6475683916766835,30334090.07956459,-15.09,0.54000299,6.03500624,3.45686614,-33.45470355,-48.54682419,-46.63747026,2106503750.3229766,0.0883,4027432974.27,,2026-02-14T09:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2026-02-14 10:56:18.506501
7278,Aave,AAVE,aave,1252,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,15327715.14893254,16000000.0,False,2033254200.61,,37,,,0.07000939,2026-02-14T09:54:00.000Z,127.07838753834942,368830937.4563514,-21.9624,1.01537883,12.87537812,14.8228979,-28.66077712,-31.62074118,-29.57180852,1947821325.7734785,0.0817,2033254200.61,27822287639.0,2026-02-14T09:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2026-02-14 10:56:18.506501
36341,Aster,ASTER,aster,416,2025-04-25T06:46:11.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'dex', 'bnb-chain-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins', 'made-in-china']",8000000000.0,2476232867.356448,7822985112.446448,False,5576078118.07,,38,,,,2026-02-14T09:54:00.000Z,0.7127813792208112,152593241.12705263,-35.3086,-0.50430403,0.74559636,32.33239732,-5.13479799,-12.83044151,-40.92850728,1765012678.4662333,74,5702251033.77,,2026-02-14T09:54:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x000Ae314E2A2172a039B26378814C252734f556A,2026-02-14 10:56:18.506501
35491,MemeCore,M,memecore,110,2025-07-03T09:16:58.000Z,"['memes', 'bnb-chain-ecosystem', 'layer-1', 'binance-alpha', 'binance-alpha-airdrops', 'binance-ecosystem', 'binance-listing']",10000000000.0,1268239532.9025478,5335556305.409773,False,7342773584.98,,39,,,,2026-02-14T09:54:00.000Z,1.376196438511153,8952500.28351304,-7.6388,-0.66815329,-3.17452882,-18.68141693,-13.04221348,-18.40612872,-37.61697008,1745346728.3595345,0.0732,13761964385.11,,2026-02-14T09:54:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x22b1458e780f8fa71e2f84502cee8b5a3cc731fa,2026-02-14 10:56:18.506501
11092,Bitget Token,BGB,bitget-token-new,45,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem', 'made-in-china']",919992035.98,699491469.231715,916931610.9787906,False,2208810916.64,,40,,,,2026-02-14T09:55:00.000Z,2.408915659790719,22825795.51174511,15.2829,0.8379122,2.88908613,-8.86311405,-35.42732454,-31.54814598,-38.16762907,1685015954.122296,0.0707,2216183222.35,,2026-02-14T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x54D2252757e1672EEaD234D27B1270728fF90581,2026-02-14 10:56:18.506501
3897,OKB,OKB,okb,200,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'ethereum-ecosystem', 'alameda-research-portfolio', 'x1-ecosystem', 'okexchain-ecosystem', 'x-layer-ecosystem', 'xlayer-ecosystem', 'made-in-china']",21000000.0,21000000.0,21000000.0,False,1671080005.16,,41,246638974.0,19626355140.249847,,2026-02-14T09:55:00.000Z,79.57523834108167,26640616.68273716,18.9073,0.05451363,5.65893305,6.80348666,-30.98938229,-25.11900881,-30.72606453,1671080005.1627152,0.0701,1671080005.16,,2026-02-14T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2026-02-14 10:56:18.506501
24478,Pepe,PEPE,pepe,650,2023-04-17T06:18:08.000Z,"['memes', 'ethereum-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",413772501517365.8,413772501517365.8,413772501517365.8,False,1586529131.5,,42,,,,2026-02-14T09:55:00.000Z,3.834302970066121e-06,289008393.0988599,0.4243,-0.16160374,3.53521926,1.81701722,-37.27920548,-4.28417089,-23.62456122,1586529131.4997244,0.0665,1586529131.5,,2026-02-14T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2026-02-14 10:56:18.506501
33038,Sky,SKY,sky,207,2024-09-18T13:25:16.000Z,"['store-of-value', 'defi', 'dao', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'spartan-group', 'bnb-chain-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'standard-crypto-portfolio', 'binance-ecosystem', 'binance-listing']",23462665147.0,23000906467.083126,23462665147.365967,False,1614703917.15,,43,,,,2026-02-14T09:54:00.000Z,0.06882014072178663,21833410.27527571,60.1767,0.73838982,3.40220455,8.85374639,14.35286852,20.4881294,35.62169437,1582925619.793313,0.0664,1614703917.12,,2026-02-14T09:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x56072C95FAA701256059aa122697B133aDEd9279,2026-02-14 10:56:18.506501
33793,Global Dollar,USDG,global-dollar-usdg,43,2024-11-05T04:54:47.000Z,"['stablecoin', 'usd-stablecoin']",,1572130361.3384,1572130361.3384,False,1571810526.83,,44,10750140.0,10747952.989382701,,2026-02-14T09:54:00.000Z,0.9997965598013329,14932389.21890828,-49.2291,-0.02926968,0.01525673,0.01421301,0.01956565,0.00634285,-0.00225308,1571810526.8253586,0.0659,1571810526.83,,2026-02-14T09:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe343167631d89B6Ffc58B88d6b7fB0228795491D,2026-02-14 10:56:18.506501
34387,Ripple USD,RLUSD,ripple-usd,80,2024-12-18T07:22:18.000Z,"['stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'binance-ecosystem', 'binance-listing']",,1521941118.1274972,1521941118.1274972,True,1521851136.71,,45,53100129.55,53096990.1216596,,2026-02-14T09:54:00.000Z,0.9999408771999805,96242224.51507859,-28.0617,-0.01342143,-0.00851324,0.00944627,0.03600301,0.00301117,-0.1369518,1521851136.7071288,0.0638,1521851136.71,,2026-02-14T09:54:00.000Z,52.0,XRP Ledger,XRP,xrp,524C555344000000000000000000000000000000.rMxCKbEDwqr76QuheSUMdEGf4B9xJ8m5De,2026-02-14 10:56:18.506501
35697,Pi,PI,pi,69,2025-02-11T07:16:10.000Z,"['layer-1', 'mobile-mining']",100000000000.0,9012775059.803919,100000000000.0,False,15573568486.23,,46,9012775059.8,1403610696.4478667,,2026-02-14T09:55:00.000Z,0.15573568486230632,31165118.0631147,116.9863,-0.39000926,8.13301207,8.03620944,-25.19529761,-19.97014866,-32.385801,1403610696.448477,0.0589,15573568486.23,,2026-02-14T09:55:00.000Z,,,,,,2026-02-14 10:56:18.506501
21159,Ondo,ONDO,ondo-finance,408,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets-protocols', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,4869330647.0,10000000000.0,False,2795558646.26,,47,,,0.51820595,2026-02-14T09:54:00.000Z,0.27955586462613535,52943722.46067224,5.3481,0.93452734,10.14381479,12.27918559,-29.07801449,-30.70866709,-52.38601171,1361249939.172624,0.0571,2795558646.26,2626851226.0,2026-02-14T09:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,2026-02-14 10:56:18.506501
1321,Ethereum Classic,ETC,ethereum-classic,701,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'layer-1', '2017-2018-alt-season', 'ethereum-classic-ecosystem', 'binance-ecosystem', 'binance-listing']",210700000.0,155526171.50729132,210700000.0,False,1839975944.63,,48,,,,2026-02-14T09:54:00.000Z,8.732681274937484,77952432.00094835,6.6767,-0.01109986,5.84169402,2.21833685,-33.12137828,-28.39671484,-42.82436043,1358160485.6844385,57,1839975944.63,,2026-02-14T09:54:00.000Z,,,,,,2026-02-14 10:56:18.506501
6535,NEAR Protocol,NEAR,near-protocol,619,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'circle-ventures-portfolio', 'layer-1', 'alleged-sec-securities', 'modular-blockchain', 'account-abstraction', 'data-availability', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,1287739412.0,1287739412.0,False,1343626739.63,,49,1209202633.0,1261681498.753132,,2026-02-14T09:54:00.000Z,1.043399562919354,124909622.38479094,-18.5348,0.53389337,6.21246172,-0.7618595,-41.76542701,-31.53388595,-58.13019474,1343626739.634826,0.0563,1343626739.63,,2026-02-14T09:54:00.000Z,,,,,,2026-02-14 10:56:18.506501
8916,Internet Computer,ICP,internet-computer,402,2021-03-23T00:00:00.000Z,"['platform', 'ai-big-data', 'smart-contracts', 'polychain-capital-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'icp-ecosystem', 'internet-computer-ecosystem', 'layer-1', 'alleged-sec-securities', 'depin', 'binance-ecosystem', 'binance-listing']",,548952652.3633548,548952652.3633548,True,1331468251.95,,50,,,,2026-02-14T09:54:00.000Z,2.425470113345048,63608721.82498293,-9.7092,0.03223768,5.20161725,0.54591504,-43.38930011,-18.96621975,-55.70986017,1331468251.9488108,0.0558,1331468251.95,,2026-02-14T09:54:00.000Z,,,,,,2026-02-14 10:56:18.506501
1,Bitcoin,BTC,bitcoin,12560,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19989121.0,19989121.0,False,1391334711430.01,,1,,,,2026-02-14T10:09:00.000Z,69604.59699203419,36906688585.43394,-17.7332,-0.26607596,4.21424811,2.39217993,-28.15672391,-19.39117207,-27.7618135,1391334711430.0073,58.4318,1461696536832.72,,2026-02-14T10:09:00.000Z,,,,,,2026-02-14 11:11:18.751159
1027,Ethereum,ETH,ethereum,11566,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692467.61429045,120692467.61429045,True,250298055394.51,,2,,,,2026-02-14T10:09:00.000Z,2073.8498461595664,18624425349.744164,-6.6292,-0.49190158,5.98374549,3.33993496,-38.36821344,-29.11975239,-35.8615112,250298055394.51468,10.5118,250298055394.51,,2026-02-14T10:09:00.000Z,,,,,,2026-02-14 11:11:18.751159
825,Tether USDt,USDT,tether,171211,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183816960128.68332,187964839850.9968,True,187867604962.41,,3,,,,2026-02-14T10:09:00.000Z,0.9994826963986071,75052108309.61446,-12.4238,-0.01463367,0.02062408,0.00864605,-0.00289047,-0.02573989,-0.00112386,183721870953.21167,7.7158,187867604962.41,,2026-02-14T10:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-02-14 11:11:18.751159
52,XRP,XRP,xrp,1798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60917315351.0,99985721048.0,False,144768509209.71,,4,,,,2026-02-14T10:09:00.000Z,1.4478918358773512,2600378841.822732,-1.8043,-0.08504586,6.02114308,2.46825914,-31.59010131,-22.96713305,-36.2374676,88201683560.27893,3.7042,144789183587.74,,2026-02-14T10:09:00.000Z,,,,,,2026-02-14 11:11:18.751159
1839,BNB,BNB,bnb,3134,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136359340.38,136359339.64,136359339.64,False,85541384289.15,,5,,,,2026-02-14T10:09:00.000Z,627.323251307796,1717559717.9412727,2.9582,-0.00038769,4.32297632,-1.18096797,-33.30534199,-27.00993378,-33.78050716,85541384289.14882,3.5925,85541384753.37,,2026-02-14T10:09:00.000Z,,,,,,2026-02-14 11:11:18.751159
3408,USDC,USDC,usd-coin,37461,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73489613400.85039,73489613400.85039,False,73480140454.57,,6,60901219650.23,60893369371.05166,,2026-02-14T10:09:00.000Z,0.999871098161524,10638210537.18834,-25.7477,-0.01046473,-0.01100199,0.00785252,0.04671628,0.00432458,-0.00398057,73480140454.57413,3.0857,73480140454.57,,2026-02-14T10:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-02-14 11:11:18.751159
5426,Solana,SOL,solana,1089,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,567958509.9356183,620392001.566746,True,53261586321.29,,7,525236893.3,45092377176.0045,,2026-02-14T10:09:00.000Z,85.85150386655921,3448611917.1732044,-6.2503,-0.43572705,7.58403254,0.80054784,-40.94999027,-32.09061304,-39.99844262,48760092211.78294,2.0478,53261586321.29,,2026-02-14T10:09:00.000Z,,,,,,2026-02-14 11:11:18.751159
1958,TRON,TRX,tron,1299,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94723066281.3242,94723061228.7925,True,26748984539.35,,8,94667886298.43,26733403609.634747,,2026-02-14T10:10:00.000Z,0.2823914703805751,574162434.140475,0.7691,0.00130212,1.70708224,3.07015229,-7.38125796,1.04835915,-5.29890564,26748985966.139816,1.1234,26748984539.35,,2026-02-14T10:10:00.000Z,,,,,,2026-02-14 11:11:18.751159
74,Dogecoin,DOGE,dogecoin,1400,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168735023126.5791,168735023126.5791,True,16499291614.1,,9,,,,2026-02-14T10:09:00.000Z,0.09778225829096791,873955483.8515056,12.4352,0.16669501,4.56821928,2.55972807,-32.22506103,-24.16758635,-40.69770774,16499291614.095602,0.6929,16499291614.1,,2026-02-14T10:09:00.000Z,,,,,,2026-02-14 11:11:18.751159
1831,Bitcoin Cash,BCH,bitcoin-cash,1137,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19994609375,19994609375,False,11299934889.55,,10,,,,2026-02-14T10:09:00.000Z,565.149069812889,578575448.6009159,38.3543,-0.45634409,9.10852548,9.60573151,-9.72301553,6.33143847,12.47134314,11299934889.55332,0.4746,11868130466.07,,2026-02-14T10:09:00.000Z,,,,,,2026-02-14 11:11:18.751159
2010,Cardano,ADA,cardano,1681,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36066145196.64397,44994539820.15453,False,12500834055.81,,11,37997904336.0,10556958654.791342,,2026-02-14T10:10:00.000Z,0.2778300235044663,433319539.4917135,-7.8,-0.18319657,5.63758151,3.69489325,-31.30319624,-27.13275342,-45.23843794,10020257967.699087,0.4208,12502351057.7,,2026-02-14T10:10:00.000Z,,,,,,2026-02-14 11:11:18.751159
32196,Hyperliquid,HYPE,hyperliquid,238,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,259334188.4852164,958427182.6092147,False,30269430202.02,,12,333931719.0,10546364965.3527,,2026-02-14T10:09:00.000Z,31.582399530464187,257055701.24879718,-10.2696,-0.4143016,4.23370246,-4.53884873,25.98173659,18.14556943,-20.52002051,8190395952.648809,344,30371893146.65,,2026-02-14T10:09:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-02-14 11:11:18.751159
3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921362886.9,985239504.0,False,8408126630.39,,13,,,,2026-02-14T10:10:00.000Z,8.534094092104509,496947.04591736,-88.5155,-0.00988516,3.09457405,10.36653602,-4.08118398,-7.77630408,-6.74611876,7862997569.777644,0.3302,8408126630.39,,2026-02-14T10:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-02-14 11:11:18.751159
328,Monero,XMR,monero,361,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,6536011105.25,,14,,,,2026-02-14T10:10:00.000Z,354.3178719853092,85083628.42090979,18481,-0.25968229,4.6597315,9.96862985,-50.16025252,-14.31686278,-18.50795595,6536011105.254381,0.2745,6536011105.25,,2026-02-14T10:10:00.000Z,,,,,,2026-02-14 11:11:18.751159
